ID,性别,专业,学历,毕业去向,就业行业,期望薪资,工作城市,满意度评分,是否有实习经历
7564,男,土木工程,本科,自由职业,互联网,9500,北京,3,否
7565,男,环境工程,硕士,出国,医疗,13500,深圳,4,否
7566,男,机械工程,博士,出国,文化传媒,7500,广州,4,否
7567,女,土木工程,本科,考研,教育,9000,青岛,1,是
7568,男,土木工程,博士,考研,医疗,11500,青岛,4,否
7569,女,临床医学,博士,就业,银行,7500,上海,5,否
7570,男,临床医学,本科,公务员,医疗,9000,青岛,4,否
7571,女,金融学,博士,就业,制造业,9500,成都,5,是
7572,女,机械工程,博士,公务员,文化传媒,5000,上海,4,是
7573,男,土木工程,本科,自由职业,文化传媒,14500,南京,2,否
7574,女,电子信息,硕士,就业,银行,8000,青岛,4,否
7575,女,汉语言文学,博士,考研,教育,10000,成都,3,否
7576,女,电子信息,博士,公务员,制造业,9000,青岛,1,是
7577,男,金融学,硕士,出国,制造业,13500,西安,3,是
7578,男,计算机,硕士,自由职业,医疗,7000,上海,4,否
7579,男,法学,硕士,出国,建筑,9000,青岛,1,是
7580,女,市场营销,博士,就业,教育,9000,武汉,1,否
7581,男,电子信息,本科,创业,教育,13500,武汉,5,是
7582,男,市场营销,硕士,创业,文化传媒,5000,青岛,3,是
7583,男,计算机,本科,出国,教育,14500,上海,5,否
7584,男,机械工程,本科,考研,制造业,15000,青岛,3,否
7585,男,法学,本科,就业,教育,4500,成都,5,是
7586,女,法学,本科,自由职业,互联网,14500,杭州,1,是
7587,男,计算机,硕士,自由职业,政府机关,6500,上海,2,是
7588,女,金融学,博士,出国,政府机关,9000,杭州,3,否
7589,女,市场营销,博士,考研,医疗,7500,广州,2,否
7590,男,市场营销,博士,考研,政府机关,5500,西安,2,是
7591,女,法学,硕士,考研,医疗,7500,广州,4,是
7592,女,法学,博士,公务员,互联网,13500,深圳,5,否
7593,女,汉语言文学,硕士,自由职业,文化传媒,14000,南京,2,是
7594,男,机械工程,硕士,出国,医疗,12500,南京,1,是
7595,女,市场营销,本科,创业,制造业,4000,武汉,3,是
7596,女,临床医学,硕士,公务员,文化传媒,12500,广州,2,否
7597,女,市场营销,本科,公务员,银行,8000,西安,5,否
7598,男,机械工程,博士,就业,建筑,14500,深圳,1,否
7599,男,汉语言文学,博士,就业,教育,7000,上海,2,否
7600,男,土木工程,硕士,创业,教育,7500,广州,5,是
7601,女,市场营销,硕士,公务员,互联网,8000,深圳,2,是
7602,男,法学,本科,自由职业,医疗,6500,青岛,2,否
7603,男,环境工程,博士,就业,建筑,8000,广州,5,是
7604,男,计算机,硕士,自由职业,制造业,14500,青岛,3,是
7605,男,金融学,本科,自由职业,政府机关,12000,青岛,2,是
7606,女,汉语言文学,硕士,自由职业,教育,5500,青岛,2,否
7607,女,法学,硕士,就业,建筑,14500,深圳,5,否
7608,女,汉语言文学,博士,自由职业,银行,15000,深圳,3,否
7609,女,机械工程,博士,考研,医疗,14500,广州,1,是
7610,男,电子信息,博士,就业,银行,13000,深圳,2,是
7611,女,机械工程,硕士,创业,文化传媒,7000,南京,2,是
7612,男,机械工程,硕士,出国,医疗,5000,青岛,1,是
7613,男,电子信息,本科,就业,建筑,6000,杭州,1,否
7614,女,计算机,博士,自由职业,银行,4000,杭州,1,否
7615,男,临床医学,本科,公务员,政府机关,11500,北京,3,是
7616,女,电子信息,博士,公务员,制造业,5500,成都,3,否
7617,女,土木工程,本科,创业,文化传媒,7000,杭州,2,是
7618,女,法学,硕士,创业,银行,4500,武汉,2,否
7619,男,机械工程,本科,公务员,文化传媒,12500,成都,4,否
7620,女,临床医学,博士,考研,文化传媒,13000,上海,2,否
7621,男,电子信息,本科,考研,银行,13000,成都,1,否
7622,男,汉语言文学,博士,自由职业,互联网,10500,青岛,1,否
7623,女,汉语言文学,硕士,出国,互联网,9000,武汉,4,是
7624,女,市场营销,硕士,考研,互联网,11000,成都,3,否
7625,男,金融学,本科,考研,银行,14000,北京,1,是
7626,女,土木工程,本科,就业,建筑,7500,深圳,2,否
7627,女,机械工程,硕士,就业,医疗,8500,杭州,5,是
7628,男,环境工程,硕士,公务员,建筑,12500,武汉,4,是
7629,女,市场营销,硕士,公务员,制造业,8500,武汉,3,是
7630,男,临床医学,博士,出国,文化传媒,5500,西安,5,否
7631,女,临床医学,硕士,出国,制造业,11000,广州,5,是
7632,女,计算机,硕士,出国,银行,13500,武汉,5,否
7633,男,土木工程,博士,考研,教育,13500,北京,3,否
7634,男,土木工程,硕士,创业,医疗,8000,青岛,5,是
7635,女,计算机,硕士,自由职业,银行,8500,北京,3,是
7636,女,临床医学,本科,创业,银行,11000,杭州,2,否
7637,男,临床医学,博士,自由职业,医疗,5000,深圳,1,否
7638,女,金融学,博士,公务员,建筑,12000,成都,5,是
7639,男,电子信息,硕士,就业,文化传媒,9500,深圳,3,是
7640,男,土木工程,博士,出国,文化传媒,13500,青岛,3,是
7641,女,法学,硕士,就业,银行,9500,西安,1,否
7642,女,金融学,博士,创业,建筑,12000,青岛,4,是
7643,女,电子信息,本科,创业,文化传媒,9000,南京,3,是
7644,女,法学,硕士,出国,文化传媒,5500,深圳,1,否
7645,男,机械工程,博士,公务员,文化传媒,5000,深圳,5,否
7646,女,机械工程,本科,出国,互联网,14000,南京,5,否
7647,女,法学,硕士,公务员,文化传媒,4000,广州,2,否
7648,女,汉语言文学,本科,考研,政府机关,6500,杭州,5,否
7649,女,环境工程,博士,出国,建筑,10000,北京,4,是
7650,女,金融学,硕士,自由职业,建筑,15000,西安,1,否
7651,男,土木工程,博士,就业,政府机关,12500,西安,4,否
7652,男,电子信息,硕士,自由职业,制造业,12000,西安,1,是
7653,女,金融学,硕士,创业,文化传媒,13000,武汉,2,否
7654,男,汉语言文学,本科,就业,制造业,11500,南京,5,否
7655,女,金融学,博士,出国,教育,14000,成都,5,是
7656,女,计算机,本科,创业,银行,7000,深圳,2,是
7657,女,电子信息,硕士,自由职业,建筑,7000,上海,2,是
7658,男,环境工程,硕士,公务员,建筑,14500,武汉,5,是
7659,女,机械工程,本科,就业,教育,9000,西安,2,否
7660,男,法学,博士,公务员,制造业,4500,武汉,2,否
7661,女,环境工程,硕士,就业,教育,5500,武汉,2,是
7662,男,机械工程,博士,就业,互联网,10500,广州,4,是
7663,女,临床医学,博士,公务员,银行,14500,南京,4,否
7664,女,土木工程,硕士,出国,互联网,12500,广州,5,是
7665,男,电子信息,硕士,考研,文化传媒,9500,上海,2,否
7666,女,法学,硕士,考研,银行,8500,深圳,2,否
7667,男,市场营销,博士,考研,制造业,6000,青岛,1,否
7668,女,土木工程,本科,考研,互联网,4500,北京,2,是
7669,男,市场营销,本科,自由职业,建筑,15000,深圳,5,否
7670,男,计算机,博士,出国,文化传媒,6500,成都,2,否
7671,男,环境工程,本科,自由职业,文化传媒,11000,北京,2,否
7672,女,金融学,本科,创业,银行,15000,上海,5,是
7673,女,汉语言文学,本科,自由职业,教育,7500,武汉,4,是
7674,女,临床医学,博士,考研,教育,6500,上海,3,是
7675,女,机械工程,硕士,自由职业,政府机关,6500,南京,3,是
7676,男,汉语言文学,本科,考研,医疗,12500,深圳,4,是
7677,男,金融学,博士,考研,建筑,11000,北京,4,否
7678,女,电子信息,硕士,创业,文化传媒,15000,上海,3,是
7679,女,金融学,硕士,就业,教育,13500,杭州,3,是
7680,女,环境工程,本科,创业,制造业,5000,深圳,4,是
7681,男,土木工程,硕士,公务员,政府机关,8500,南京,2,是
7682,女,环境工程,本科,创业,制造业,9000,杭州,4,否
7683,女,电子信息,硕士,就业,教育,11000,南京,5,是
7684,女,临床医学,本科,出国,文化传媒,14000,上海,2,否
7685,女,法学,博士,就业,建筑,14000,青岛,4,是
7686,男,环境工程,本科,出国,政府机关,10000,广州,3,是
7687,女,机械工程,本科,就业,医疗,13500,成都,1,是
7688,女,计算机,博士,就业,医疗,6000,青岛,1,否
7689,男,土木工程,博士,出国,教育,13000,西安,1,是
7690,男,市场营销,硕士,公务员,银行,13000,西安,2,否
7691,男,临床医学,博士,出国,银行,13000,南京,5,是
7692,男,环境工程,本科,创业,政府机关,11500,青岛,2,是
7693,女,法学,硕士,就业,教育,13000,成都,3,否
7694,女,临床医学,硕士,公务员,制造业,10000,南京,2,是
7695,男,市场营销,博士,考研,文化传媒,11000,南京,5,是
7696,男,金融学,硕士,就业,文化传媒,8500,深圳,3,是
7697,男,临床医学,本科,出国,建筑,11000,北京,4,是
7698,男,临床医学,硕士,公务员,教育,13500,武汉,3,否
7699,男,法学,本科,创业,医疗,12000,上海,1,否
7700,女,临床医学,本科,就业,教育,9000,成都,1,否
7701,男,电子信息,本科,公务员,教育,9000,杭州,1,是
7702,男,环境工程,博士,创业,制造业,11000,武汉,4,否
7703,男,环境工程,硕士,自由职业,建筑,11500,广州,5,是
7704,男,临床医学,博士,公务员,政府机关,11500,武汉,1,否
7705,女,金融学,硕士,公务员,建筑,9000,武汉,5,否
7706,女,汉语言文学,本科,就业,制造业,7000,武汉,3,否
7707,男,市场营销,本科,公务员,医疗,9500,青岛,2,是
7708,女,法学,硕士,考研,互联网,12500,南京,5,否
7709,女,临床医学,本科,就业,互联网,10500,广州,5,是
7710,女,法学,本科,出国,文化传媒,9500,成都,5,是
7711,女,金融学,硕士,公务员,建筑,9000,成都,2,是
7712,女,土木工程,博士,就业,教育,7500,北京,1,否
7713,女,法学,博士,考研,银行,12000,西安,5,否
7714,女,土木工程,硕士,考研,制造业,9500,成都,2,否
7715,男,土木工程,本科,创业,银行,9500,青岛,3,是
7716,男,机械工程,博士,出国,银行,6000,杭州,4,否
7717,女,机械工程,硕士,出国,文化传媒,5500,广州,4,是
7718,女,临床医学,博士,考研,文化传媒,11000,深圳,2,是
7719,女,临床医学,硕士,就业,教育,5000,杭州,2,是
7720,女,计算机,本科,公务员,文化传媒,14000,杭州,3,是
7721,男,机械工程,博士,公务员,制造业,12000,杭州,5,否
7722,女,市场营销,本科,就业,政府机关,4000,杭州,2,是
7723,男,市场营销,硕士,公务员,互联网,5500,广州,5,是
7724,女,计算机,本科,出国,建筑,6000,武汉,4,否
7725,女,环境工程,硕士,就业,银行,13500,武汉,3,是
7726,女,环境工程,硕士,公务员,银行,7500,武汉,4,否
7727,男,机械工程,硕士,考研,政府机关,11500,南京,5,否
7728,女,机械工程,博士,就业,制造业,9500,青岛,1,否
7729,男,金融学,博士,公务员,教育,14500,深圳,5,是
7730,女,土木工程,博士,出国,建筑,13500,青岛,2,否
7731,男,法学,博士,就业,政府机关,12500,西安,5,否
7732,男,电子信息,博士,考研,政府机关,7500,深圳,2,否
7733,女,计算机,硕士,考研,互联网,15000,南京,2,是
7734,男,机械工程,硕士,公务员,政府机关,4500,西安,2,否
7735,男,金融学,博士,出国,银行,9500,北京,4,否
7736,女,金融学,硕士,公务员,建筑,6500,杭州,5,是
7737,女,机械工程,博士,考研,制造业,4000,广州,1,是
7738,女,市场营销,硕士,出国,医疗,14000,青岛,2,是
7739,女,环境工程,博士,出国,文化传媒,8000,西安,2,否
7740,女,汉语言文学,本科,考研,医疗,10000,杭州,4,是
7741,男,土木工程,硕士,公务员,医疗,13500,上海,3,否
7742,女,汉语言文学,硕士,自由职业,制造业,14500,青岛,2,否
7743,女,土木工程,硕士,自由职业,制造业,13500,南京,3,否
7744,男,汉语言文学,本科,自由职业,银行,10500,深圳,4,是
7745,男,机械工程,硕士,创业,建筑,6000,西安,2,否
7746,女,市场营销,本科,创业,互联网,6500,上海,3,是
7747,女,计算机,硕士,就业,制造业,9500,杭州,4,否
7748,男,临床医学,硕士,就业,制造业,9500,武汉,5,否
7749,女,市场营销,硕士,自由职业,银行,4000,北京,1,是
7750,女,法学,博士,考研,政府机关,13000,成都,4,是
7751,女,环境工程,博士,自由职业,银行,4500,南京,2,是
7752,男,环境工程,硕士,就业,建筑,4500,广州,5,否
7753,男,市场营销,本科,公务员,政府机关,9500,广州,3,否
7754,女,法学,博士,考研,政府机关,9500,北京,5,否
7755,男,环境工程,本科,创业,医疗,14000,广州,4,是
7756,男,金融学,硕士,考研,建筑,6500,北京,3,否
7757,女,计算机,博士,出国,文化传媒,13500,成都,2,否
7758,女,临床医学,本科,自由职业,政府机关,8000,西安,3,否
7759,男,临床医学,博士,创业,文化传媒,6000,北京,5,否
7760,男,金融学,硕士,就业,文化传媒,11000,杭州,1,是
7761,女,土木工程,本科,就业,医疗,9000,上海,1,否
7762,男,环境工程,博士,公务员,教育,7500,武汉,5,是
7763,男,法学,博士,考研,互联网,7500,广州,1,是
7764,女,市场营销,硕士,公务员,文化传媒,4500,广州,4,是
7765,女,汉语言文学,本科,创业,政府机关,11000,上海,4,否
7766,男,机械工程,博士,出国,建筑,12500,上海,1,是
7767,男,临床医学,本科,考研,医疗,13500,武汉,2,是
7768,女,土木工程,硕士,就业,制造业,15000,杭州,4,是
7769,女,法学,博士,就业,文化传媒,4000,武汉,4,否
7770,男,金融学,本科,创业,建筑,7500,杭州,4,否
7771,男,计算机,硕士,出国,互联网,6000,杭州,4,是
7772,男,电子信息,硕士,公务员,建筑,6000,西安,3,是
7773,男,土木工程,博士,出国,教育,5000,上海,2,是
7774,女,临床医学,硕士,公务员,建筑,9500,南京,2,是
7775,男,法学,硕士,考研,银行,6000,广州,1,否
7776,女,机械工程,本科,创业,教育,8000,深圳,1,否
7777,女,土木工程,硕士,创业,建筑,13000,青岛,3,是
7778,女,金融学,硕士,就业,教育,10500,武汉,1,是
7779,女,机械工程,本科,自由职业,政府机关,13000,广州,2,是
7780,女,环境工程,本科,考研,医疗,4500,广州,3,否
7781,女,计算机,本科,出国,银行,11000,广州,2,是
7782,男,汉语言文学,博士,创业,医疗,11500,广州,5,否
7783,男,环境工程,博士,出国,制造业,11000,西安,1,否
7784,男,机械工程,硕士,公务员,互联网,15000,北京,2,是
7785,男,金融学,博士,就业,文化传媒,4500,上海,5,是
7786,男,电子信息,硕士,自由职业,制造业,6000,北京,2,是
7787,男,汉语言文学,硕士,自由职业,制造业,7500,杭州,5,否
7788,男,机械工程,本科,就业,医疗,5000,青岛,3,否
7789,男,土木工程,本科,自由职业,教育,10500,深圳,5,是
7790,男,机械工程,博士,出国,银行,5000,上海,5,否
7791,女,土木工程,本科,创业,银行,13500,深圳,2,是
7792,女,电子信息,硕士,考研,政府机关,10000,杭州,1,否
7793,男,金融学,本科,考研,制造业,7000,成都,3,是
7794,男,环境工程,博士,公务员,银行,6000,成都,3,是
7795,女,机械工程,博士,公务员,政府机关,15000,南京,2,是
7796,女,环境工程,本科,就业,银行,8000,上海,3,是
7797,女,法学,本科,考研,政府机关,5500,北京,1,是
7798,女,机械工程,本科,创业,政府机关,12500,青岛,3,否
7799,男,金融学,本科,考研,建筑,11000,广州,5,否
7800,男,金融学,本科,出国,文化传媒,14500,成都,5,是
7801,女,汉语言文学,本科,创业,文化传媒,13500,青岛,3,否
7802,女,法学,博士,出国,文化传媒,6000,武汉,5,是
7803,男,法学,本科,就业,建筑,6000,西安,5,否
7804,男,环境工程,博士,出国,互联网,13000,南京,5,是
7805,男,机械工程,硕士,创业,建筑,12500,南京,4,是
7806,男,土木工程,博士,就业,互联网,6500,成都,3,否
7807,男,电子信息,本科,自由职业,文化传媒,7500,杭州,4,否
7808,男,汉语言文学,本科,出国,教育,15000,北京,3,否
7809,男,金融学,本科,公务员,建筑,14000,武汉,1,是
7810,男,电子信息,硕士,出国,医疗,11000,深圳,4,是
7811,女,汉语言文学,硕士,公务员,教育,10000,北京,5,是
7812,男,电子信息,硕士,考研,教育,6500,广州,3,是
7813,男,机械工程,硕士,创业,医疗,9000,北京,5,是
7814,女,市场营销,博士,自由职业,教育,13000,上海,3,是
7815,男,环境工程,硕士,自由职业,制造业,7000,上海,1,是
7816,男,汉语言文学,本科,自由职业,互联网,5500,南京,1,是
7817,女,计算机,硕士,创业,教育,10500,武汉,2,是
